"","y","x","slope_estimate","slope_std_err","slope_t","slope_P","intercept_estimate","intercept_std_err","intercept_t","intercept_P","fstat","adj_r2","slope_CI95_lower","slope_CI95_upper"
"1","densityLH","SupraTentorialVol",-0.762141314178546,0.195201858245955,-3.90437530168512,0.00245800260629525,-9.21171316970746e-08,0.187544321424718,-4.9117526458433e-07,0.999999616893356,15.2441464964088,0.542755181554787,-1.18744962729972,-0.336833001057376
"2","densityRH","SupraTentorialVol",-0.731088655380833,0.205716080540264,-3.55387217888268,0.00452122333886384,-1.29115028372147e-07,0.197646083278902,-6.53263784589905e-07,0.999999490467631,12.6300074638364,0.492171129511282,-1.17930549093082,-0.282871819830849
