"","y","x","slope_estimate","slope_std_err","slope_t","slope_P","intercept_estimate","intercept_std_err","intercept_t","intercept_P","fstat","adj_r2","slope_CI95_lower","slope_CI95_upper"
"1","Cnorm","SupraTentorialVol",0.75196785799258,0.198756372474484,3.78336477281561,0.00302935323451803,-4.41714967250143e-08,0.190959396286065,-2.31313554525715e-07,0.999999819580166,14.3138490041821,0.525951189879599,0.318914923667056,1.1850207923181
"2","Lnorm","SupraTentorialVol",0.743631611919498,0.201587495921477,3.68887766833098,0.00357013333919731,-1.32201346864759e-07,0.193679458126188,-6.82578050061591e-07,0.999999467603104,13.607818451911,0.512350108423849,0.304410189505294,1.1828530343337
"3","Cnorm","SupraTentorialVol",0.658699122326089,0.226859227429077,2.90355887124767,0.0143534514694794,8.43356552734301e-09,0.2179598096526,3.86932138580275e-08,0.999999969820086,8.43065411880103,0.382419144171331,0.16441532707522,1.15298291757696
"4","Lnorm","SupraTentorialVol",0.642326469983397,0.231087860901445,2.77957685651579,0.0179174663468538,-7.24114910742033e-08,0.222022558861318,-3.26144746036522e-07,0.999999745613779,7.72604750127822,0.359181375611651,0.138829273870973,1.14582366609582
